LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,BILL_AMT1,PAY_AMT1,PAY_AMT2,default_payment_next_month
200000,female,high school,married,43,on time,on time,113570,4149,5571,0
130000,female,high school,married,43,on time,on time,32667,2000,2000,0
30000,female,other,married,36,on time,on time,8839,0,4342,0
130000,female,university,married,40,on time,on time,4176,11839,3000,0
180000,female,high school,married,43,on time,on time,3122,16,130000,0
110000,female,university,married,39,on time,on time,93111,3226,3050,0
20000,female,university,married,39,on time,on time,15299,1883,3520,0
150000,female,university,single,35,on time,on time,97268,3500,2000,0
210000,female,high school,single,37,1 month(s) late,on time,0,202,4000,0
90000,female,university,single,42,on time,on time,92837,4500,2000,0
500000,female,university,married,42,on time,on time,62112,20025,40000,0
300000,female,university,married,37,on time,on time,15695,11551,6252,0
370000,female,high school,married,33,on time,on time,18082,1628,1320,0
200000,female,university,single,35,on time,on time,104393,6300,4588,0
500000,female,other,single,38,on time,on time,2252,2265,24905,0
50000,female,university,single,41,on time,on time,43885,2408,2025,1
120000,female,university,married,36,on time,on time,106609,380,0,0
270000,female,university,married,38,on time,on time,62263,3000,3000,0
300000,female,graduate school,married,43,on time,on time,21953,32905,14458,0
90000,female,university,married,37,1 month(s) late,2 month(s) late,18255,0,3300,0
120000,female,university,married,48,on time,on time,626,0,1252,0
90000,female,university,married,47,1 month(s) late,2 month(s) late,6681,0,4000,0
350000,female,graduate school,single,41,on time,on time,122017,6000,5900,0
180000,female,university,married,29,1 month(s) late,4 month(s) late,20867,0,0,0
30000,female,high school,other,30,on time,on time,24171,3634,1451,0
240000,female,university,single,29,on time,on time,2638,1526,2276,1
80000,female,university,married,38,1 month(s) late,2 month(s) late,84372,0,2900,0
50000,female,university,married,37,on time,on time,46239,2000,4500,1
370000,female,graduate school,married,42,on time,on time,291006,12100,11295,0
150000,female,university,married,43,on time,on time,5446,6682,6095,0
410000,female,graduate school,single,31,on time,on time,400967,14158,13000,0
230000,female,university,married,32,on time,on time,1680,1535,1836,0
80000,female,high school,single,32,on time,on time,4965,51932,0,0
140000,female,graduate school,single,32,on time,on time,10281,32172,1476,0
180000,female,university,married,32,on time,on time,5244,3000,5000,0
240000,female,graduate school,married,33,on time,on time,95835,4060,3181,0
160000,female,university,single,30,on time,on time,-38,0,0,0
320000,female,graduate school,single,31,on time,on time,11910,4445,3398,0
80000,female,university,married,35,2 month(s) late,2 month(s) late,252,0,5572,0
230000,female,university,married,36,on time,on time,3745,3000,2023,0
230000,female,university,married,40,on time,on time,273,273,3588,0
20000,female,university,married,38,on time,on time,11904,1500,1400,0
220000,female,university,married,37,on time,on time,158494,7000,7000,0
180000,female,graduate school,married,42,on time,on time,626,0,1290,0
260000,female,university,married,36,on time,on time,7258,2037,4979,0
360000,female,university,married,37,on time,on time,10000,17444,10035,0
210000,female,university,married,36,1 month(s) late,2 month(s) late,167970,0,8000,1
200000,female,graduate school,single,32,on time,on time,261,1723,282,0
350000,female,graduate school,single,35,on time,on time,8526,10951,9274,0
360000,female,graduate school,married,35,1 month(s) late,on time,0,0,0,0
60000,female,university,single,27,on time,on time,30641,3987,8825,0
190000,female,graduate school,single,47,on time,on time,314,3031,597,0
180000,female,graduate school,single,35,on time,on time,24414,2483,2808,0
230000,female,graduate school,married,37,on time,on time,312,3186,1786,1
270000,female,graduate school,married,45,on time,on time,0,0,0,1
220000,female,high school,married,45,on time,on time,176879,10150,10000,0
80000,female,graduate school,married,36,on time,on time,78780,0,0,0
90000,female,graduate school,single,29,on time,on time,79063,3687,1997,0
500000,female,graduate school,married,35,on time,on time,5799,36277,6112,0
210000,female,university,married,35,on time,on time,188,971,2871,1
110000,female,graduate school,single,27,on time,on time,89603,4113,3500,0
150000,female,graduate school,single,31,on time,on time,10778,6000,3039,0
90000,female,graduate school,single,33,on time,on time,3000,6000,0,0
190000,female,university,married,34,on time,on time,84031,5000,9310,0
180000,female,university,single,43,on time,on time,152122,10000,6500,0
240000,female,university,married,37,on time,on time,51277,10006,10000,0
200000,female,university,single,28,on time,on time,4571,0,2983,0
200000,female,high school,married,49,1 month(s) late,on time,0,0,2317,0
160000,female,university,single,38,on time,on time,0,0,0,0
240000,female,graduate school,single,27,1 month(s) late,2 month(s) late,7029,0,1057,0
80000,female,university,married,25,on time,on time,76358,3000,3000,0
180000,female,university,married,39,1 month(s) late,on time,0,0,0,1
80000,female,university,single,26,1 month(s) late,on time,0,0,0,0
70000,female,university,single,26,on time,on time,70805,2600,2231,0
160000,female,university,married,38,on time,on time,73902,50000,20000,0
200000,female,graduate school,single,30,on time,on time,148646,5000,8500,0
20000,female,graduate school,single,34,on time,on time,1789,16745,1464,0
300000,female,university,married,35,on time,on time,155493,50706,30028,0
150000,female,graduate school,married,42,on time,on time,107968,5023,6086,0
30000,female,graduate school,single,45,1 month(s) late,2 month(s) late,5830,0,909,0
360000,female,university,single,37,on time,on time,333,333,5043,1
280000,female,graduate school,married,39,on time,on time,97694,4014,4300,0
30000,female,high school,single,23,1 month(s) late,2 month(s) late,30335,0,2000,0
50000,female,graduate school,single,24,on time,on time,48712,2269,1286,0
160000,female,other,married,28,on time,on time,819,162,168,0
80000,female,graduate school,single,28,on time,on time,36736,1955,3681,0
100000,female,graduate school,single,29,on time,on time,92929,5000,5000,0
60000,female,university,married,47,on time,on time,54532,1970,6000,0
420000,female,graduate school,single,27,on time,on time,198604,7518,7763,0
140000,female,university,single,27,on time,on time,0,0,0,0
270000,female,graduate school,single,32,2 month(s) late,2 month(s) late,9220,5000,0,1
160000,female,graduate school,married,35,1 month(s) late,on time,0,0,0,1
230000,female,graduate school,single,31,on time,on time,2850,1940,8508,0
100000,female,graduate school,other,47,on time,on time,43175,1680,1722,0
260000,female,graduate school,single,36,on time,on time,0,132,1119,0
200000,female,graduate school,single,37,on time,on time,191876,4305,4408,0
380000,female,university,married,44,on time,on time,268755,11035,10009,0
130000,female,university,married,33,on time,on time,41573,0,13853,0
70000,female,university,single,33,1 month(s) late,2 month(s) late,67967,0,6124,0
270000,female,university,married,33,on time,on time,10148,625,14430,0
30000,female,university,married,49,on time,on time,27922,2000,2000,1
290000,female,graduate school,married,37,on time,on time,20565,8741,24257,0
50000,female,university,single,40,on time,on time,46319,4000,1000,0
30000,female,university,married,40,1 month(s) late,2 month(s) late,31230,2007,8,1
210000,female,high school,married,38,on time,on time,2569,3920,2529,0
220000,female,high school,single,43,on time,on time,223022,7750,8397,0
340000,female,university,married,32,on time,on time,61605,3500,3049,0
500000,female,graduate school,married,41,on time,on time,4513,4375,3337,0
30000,female,university,married,31,1 month(s) late,2 month(s) late,20494,0,1500,0
180000,female,university,married,32,2 month(s) late,2 month(s) late,13286,2800,0,1
60000,female,university,single,24,on time,on time,53910,2600,2900,0
100000,female,graduate school,single,32,on time,on time,41531,6157,100000,0
270000,female,university,married,33,on time,on time,7780,2228,0,1
200000,female,university,married,47,on time,on time,8800,0,5738,0
240000,female,university,married,38,on time,on time,234304,7888,8522,0
110000,female,university,married,40,on time,on time,107035,4000,2500,0
360000,female,graduate school,single,32,on time,on time,167232,6121,7294,0
50000,female,high school,single,35,on time,on time,54731,1730,52014,0
60000,female,university,married,39,on time,on time,50615,1619,1429,0
50000,female,university,married,38,on time,on time,5764,1278,2587,0
120000,female,graduate school,single,28,on time,on time,3564,2063,768,0
140000,female,university,married,48,on time,on time,121096,4407,6100,0
100000,female,university,married,46,1 month(s) late,2 month(s) late,97515,4000,0,0
280000,female,high school,married,46,2 month(s) late,2 month(s) late,506515,0,1803,1
180000,female,graduate school,married,28,on time,on time,176793,8000,8206,0
180000,female,graduate school,single,28,1 month(s) late,on time,0,0,0,0
150000,female,university,married,37,2 month(s) late,2 month(s) late,100390,11600,4800,0
180000,female,graduate school,single,42,2 month(s) late,2 month(s) late,130304,13600,6000,1
180000,female,graduate school,single,35,on time,on time,19369,7123,4569,0
30000,female,university,married,41,on time,on time,25735,2000,2000,0
380000,female,university,married,48,on time,on time,64001,5000,7000,0
130000,female,high school,single,36,on time,on time,1738,1738,1738,0
170000,female,graduate school,single,28,on time,on time,1311,3008,4244,0
220000,female,graduate school,married,43,on time,on time,941,920,9752,1
150000,female,graduate school,married,49,1 month(s) late,on time,0,0,0,0
180000,female,other,single,34,1 month(s) late,on time,0,149,0,0
180000,female,graduate school,single,46,on time,on time,0,0,0,1
360000,female,graduate school,single,27,1 month(s) late,on time,0,0,0,0
150000,female,graduate school,married,30,on time,on time,107799,16363,10149,0
170000,female,other,married,39,on time,on time,1803,218,10121,0
50000,female,graduate school,single,44,on time,on time,10012,1500,2000,0
300000,female,graduate school,single,39,on time,on time,87540,5000,4500,0
450000,female,graduate school,single,40,on time,on time,799,0,0,0
210000,female,university,married,29,on time,on time,145499,4751,0,0
80000,female,university,married,30,2 month(s) late,2 month(s) late,15304,0,0,0
240000,female,university,married,32,on time,on time,0,0,0,0
110000,female,university,single,32,on time,on time,68014,2500,3200,0
400000,female,high school,married,40,on time,on time,27035,28204,33716,0
90000,female,university,married,49,1 month(s) late,on time,0,0,0,1
210000,female,graduate school,single,29,on time,on time,199251,9025,8507,0
260000,female,graduate school,single,31,on time,on time,69343,4000,4000,0
170000,female,graduate school,single,27,on time,on time,89909,8941,3848,0
210000,female,university,single,30,1 month(s) late,on time,0,0,474,0
200000,female,graduate school,married,38,1 month(s) late,on time,0,0,0,0
560000,female,graduate school,married,45,on time,on time,34669,150000,60052,0
540000,female,graduate school,single,34,on time,on time,1128,1784,892,0
100000,female,university,married,29,on time,on time,500,0,0,0
80000,female,university,married,26,on time,on time,77758,4000,4000,1
30000,female,university,married,35,2 month(s) late,2 month(s) late,23785,0,3500,1
80000,female,university,married,28,on time,on time,77856,3670,4520,1
50000,female,graduate school,single,28,2 month(s) late,2 month(s) late,19930,0,1646,1
120000,female,graduate school,single,26,on time,on time,43629,25000,45000,0
240000,female,university,married,32,on time,on time,24615,5000,0,0
260000,female,university,married,33,on time,on time,3342,9023,4353,0
280000,female,university,single,33,on time,on time,71174,2290,1304,0
30000,female,university,married,35,on time,on time,31955,1800,1388,1
